C10006,后端开发,S100001,1.0,.net,
C10017,IOT,S100002,1.0,2lemetry,物联网平台;
C10000,项目管理,S100003,1.0,6w2h,
C10000,项目管理,S100004,1.0,abc,
C10005,数据库开发,S100005,1.0,access,
C10006,后端开发,S100005,1.0,access,
C10006,后端开发,S100006,1.0,acid,
C10010,IT/运维,S100007,1.0,acs,思科安全访问控制服务器（cisco secure access control server）
C10005,数据库开发,S100008,1.0,actian psql,pervasive software公司开发的acid兼容的dbms，在应用程序中嵌入了优化;
C10006,后端开发,S100008,1.0,actian psql,pervasive software公司开发的acid兼容的dbms，在应用程序中嵌入了优化;
C10003,前端开发,S100009,1.0,actionscript,
C10010,IT/运维,S1000010,1.0,ad,
C10013,大数据,S1000011,1.0,spindle,使用scala、spark和parquet处理的下一代web分析;
C10008,测试,S1000012,1.0,qengine,
C10006,后端开发,S1000013,1.0,airavata,apache airavata是一个基于微服务架构的软件框架，用于在分布式计算资源(包括本地集群、超级计算机、国家网格、学术和商业云)上执行和管理计算作业和工作流。airavata主要用于构建基于web的科学网关，并协助组合、管理、执行和监视大型应用程序(包装为web服务)和由这些服务组成的工作流。
C10013,大数据,S1000014,1.0,airflow,工作流自动化和调度，可用于编写和管理数据管道
C10005,数据库开发,S1000014,1.0,airflow,工作流自动化和调度，可用于编写和管理数据管道
C10012,数据分析,S1000014,1.0,airflow,工作流自动化和调度，可用于编写和管理数据管道
C10012,数据分析,S1000015,1.0,airpal,用于prestodb的网页ui;
C10010,IT/运维,S1000016,0.5 ,aix,
C10015,MAINFRAME,S1000016,1.0,aix,
C10015,MAINFRAME,S1000017,1.0,os/2,
C10013,大数据,S1000018,1.0,akka toolkit,jvm中分布性、容错事件驱动应用程序的运行时间;
C10006,后端开发,S1000019,1.0,allura,apache airavata是一个基于微服务架构的软件框架，用于在分布式计算资源(包括本地集群、超级计算机、国家网格、学术和商业云)上执行和管理计算作业和工作流。airavata主要用于构建基于web的科学网关，并协助组合、管理、执行和监视大型应用程序(包装为web服务)和由这些服务组成的工作流。
C10005,数据库开发,S1000020,1.0,amazon rds,
C10006,后端开发,S1000020,1.0,amazon rds,
C10013,大数据,S1000021,1.0,ambari,apache ambari使hadoop集群的供应、管理和监视非常简单。
C10012,数据分析,S1000021,1.0,ambari,apache ambari使hadoop集群的供应、管理和监视非常简单。
C10010,IT/运维,S1000021,1.0,ambari,apache ambari使hadoop集群的供应、管理和监视非常简单。
C10006,后端开发,S1000022,1.0,anakia,anakia是一个xml转换工具，它使用jdom和velocity将xml文档转换为您选择的格式。它提供了一种使用ant样式任务和xsl处理xml文件的替代方案。
C10007,移动开发,S1000023,1.0,android,
C10003,前端开发,S1000024,1.0,angular.js,
C10010,IT/运维,S1000025,1.0,ansible,
C10013,大数据,S1000026,1.0,apex,apache apex是一个大数据流和批处理的统一平台。用例包括摄入、etl、实时分析、警报和实时操作。apex是一个hadoop原生的yarn实现，默认使用hdfs。它通过缩短上市时间，简化了hadoop应用程序的开发和产品化。主要特性包括企业级可操作性、容错、状态管理、事件处理保证、无数据丢失、内存内性能和可伸缩性以及本地窗口支持。
C10012,数据分析,S1000026,1.0,apex,apache apex是一个大数据流和批处理的统一平台。用例包括摄入、etl、实时分析、警报和实时操作。apex是一个hadoop原生的yarn实现，默认使用hdfs。它通过缩短上市时间，简化了hadoop应用程序的开发和产品化。主要特性包括企业级可操作性、容错、状态管理、事件处理保证、无数据丢失、内存内性能和可伸缩性以及本地窗口支持。
C10006,后端开发,S1000027,1.0,apisix,原生云微服务api网关
C10001,需求/业务分析,S1000028,1.0,appeals,
C10008,测试,S1000029,1.0,appium,
C10008,测试,S1000030,1.0,app自动化测试,
C10012,数据分析,S1000031,1.0,apriori,第一个关联规则挖掘算法，也是最经典的算法
C10012,数据分析,S1000032,1.0,arbor,利用网络工作者和jquery的图形可视化库;
C10010,IT/运维,S1000033,1.0,archiva,archiva是maven、continuum和ant等构建工具的完美伴侣。archiva提供了多种功能，其中包括远程存储库代理、安全访问管理、构建工件存储、交付、浏览、索引和使用报告、可扩展扫描功能等等!
C10013,大数据,S1000034,1.0,argus,时间序列监测和报警平台;
C10006,后端开发,S1000035,1.0,aries,aries项目正在交付一组可插入的java组件，支持企业osgi应用程序编程模型。这包括osgi联盟企业专家组(eeg)定义的以应用程序为中心的规范的实现和扩展，以及多包应用程序的汇编格式，用于部署到各种基于osgi的运行时。
C10006,后端开发,S1000036,1.0,arm,
C10003,前端开发,S1000037,1.0,asp,
C10006,后端开发,S1000038,1.0,asp.net,
C10014,人工智能,S1000039,1.0,asr,自动语音识别(automatic speech recognition)
C10013,大数据,S1000040,1.0,atlas,atlas是一组可伸缩和可扩展的核心基础治理服务——使企业能够有效地、高效地满足其在hadoop中的遵从性需求，并允许与整个企业数据生态系统集成。
C10012,数据分析,S1000040,1.0,atlas,atlas是一组可伸缩和可扩展的核心基础治理服务——使企业能够有效地、高效地满足其在hadoop中的遵从性需求，并允许与整个企业数据生态系统集成。
C10005,数据库开发,S1000040,1.0,atlas,atlas是一组可伸缩和可扩展的核心基础治理服务——使企业能够有效地、高效地满足其在hadoop中的遵从性需求，并允许与整个企业数据生态系统集成。
C10013,大数据,S1000041,1.0,aurora,aurora是一个服务调度器，用于将作业调度到apache mesos上。
C10010,IT/运维,S1000041,1.0,aurora,aurora是一个服务调度器，用于将作业调度到apache mesos上。
C10013,大数据,S1000042,1.0,aurora,在mesos之上运行的服务调度程序;
C10008,测试,S1000043,1.0,autorunner,
C10010,IT/运维,S1000044,1.0,avaya ipo,ipd电话系统平台
C10013,大数据,S1000045,1.0,avro,apache avro是一个数据序列化系统。
C10012,数据分析,S1000045,1.0,avro,apache avro是一个数据序列化系统。
C10006,后端开发,S1000046,1.0,axiom,apache axiom是一个基于stax的、符合xml infoset的对象模型，它支持按需构建对象树。它支持一种新颖的“拉通”模型，该模型允许关闭树的构建并直接访问底层的拉事件流。它还内置了对xml优化打包(xop)和mtom的支持，两者的结合允许xml以透明的方式高效地携带二进制数据。这两者的结合是一个易于使用的api，具有非常高性能的体系结构!
C10006,后端开发,S1000047,1.0,axios,
C10006,后端开发,S1000048,1.0,axis,
C10006,后端开发,S1000049,1.0,axis2,apache axis2是一个服务托管和消费框架，它使使用soap和web服务变得容易
C10013,大数据,S1000050,1.0,azkaban,
C10006,后端开发,S1000051,1.0,azure,
C10006,后端开发,S1000052,1.0,b/s,
C10005,数据库开发,S1000053,1.0,b+tree,
C10001,需求/业务分析,S1000054,1.0,ba,
C10003,前端开发,S1000055,1.0,backbonejs,
C10013,大数据,S1000056,1.0,bahir,扩展到分布式分析平台，如apache spark
C10012,数据分析,S1000056,1.0,bahir,扩展到分布式分析平台，如apache spark
C10014,人工智能,S1000056,1.0,bahir,扩展到分布式分析平台，如apache spark
C10012,数据分析,S1000057,1.0,banana,对存储在kibana中solr. port的日志和时戳数据进行可视化;
C10006,后端开发,S1000058,1.0,batik,batik是一个基于java的工具包，用于应用程序或applet使用可缩放矢量图形(scalable vector graphics， svg)格式的图像实现各种目的，如显示、生成和操作。
C10006,后端开发,S1000059,1.0,beego,
C10013,大数据,S1000060,1.0,berkeley swim benchmark,现实大数据工作负载基准测试;
C10005,数据库开发,S1000061,1.0,berkeleydb,为键/值数据提供一个高性能的嵌入式数据库的一个软件库;
C10006,后端开发,S1000061,1.0,berkeleydb,为键/值数据提供一个高性能的嵌入式数据库的一个软件库;
C10012,数据分析,S1000062,1.0,bi,
C10014,人工智能,S1000063,1.0,bidmach,cpu和加速gpu的机器学习库。
C10013,大数据,S1000064,1.0,bigtop,bigtop是一个用于开发apache hadoop生态系统的打包和测试的项目。bigtop的主要目标是围绕hadoop相关项目的打包和互操作性测试建立一个社区。这包括在不同级别(打包、平台、运行时、升级等)的测试，这些测试是由社区开发的，关注的是整个系统，而不是单个项目。简而言之，我们努力成为hadoop的一部分，就像debian之于linux一样。
C10012,数据分析,S1000065,1.0,bime analytics,商业智能云平台;
C10010,IT/运维,S1000066,1.0,blackberry,
C10006,后端开发,S1000066,1.0,blackberry,
C10010,IT/运维,S1000067,1.0,bluiecoat,上网行为管理系统
C10012,数据分析,S1000068,1.0,bokeh,一个功能强大的python交互式可视化库，它针对要展示的现代web浏览器，旨在为d3.js风格的新奇的图形提供优雅简洁的设计，同时在大规模数据或流数据集中，通过高性能交互性来表达这种能力;
C10003,前端开发,S1000069,1.0,bootstrap,
C10014,人工智能,S1000070,1.0,brain,javascript中的神经网络;
C10010,IT/运维,S1000071,1.0,brooklyn,brooklyn是关于部署和管理应用程序的:为应用程序组合一个完整的堆栈;部署到云和非云目标;使用监视工具收集关键的运行状况/性能指标;响应诸如节点故障等情况;并根据需求增加或减少产能。
C10013,大数据,S1000071,1.0,brooklyn,brooklyn是关于部署和管理应用程序的:为应用程序组合一个完整的堆栈;部署到云和非云目标;使用监视工具收集关键的运行状况/性能指标;响应诸如节点故障等情况;并根据需求增加或减少产能。
C10006,后端开发,S1000072,1.0,brpc,brpc是一个用于构建可靠和高性能服务的工业级rpc框架。
C10005,数据库开发,S1000073,1.0,b-tree,
C10008,测试,S1000074,1.0,bugfree,bug管理工具
C10013,大数据,S1000075,1.0,buildoop,基于groovy语言，和bigtop类似;
C10006,后端开发,S1000076,1.0,bval,apache bval项目的目标是交付java bean验证规范(jsr303/346)的实现，该实现与tck兼容，并可在java se 6或更高版本上工作。该项目的初始代码库由agimatec gmbh的sga捐赠给asf，并使用apache软件许可2.0版本。
C10006,后端开发,S1000077,1.0,c,
C10007,移动开发,S1000077,1.0,c,
C10006,后端开发,S1000078,1.0,c#,
C10006,后端开发,S1000079,1.0,c/c++,
C10006,后端开发,S1000080,1.0,c/s,
C10006,后端开发,S1000081,1.0,c++,
C10006,后端开发,S1000081,1.0,c++,
C10012,数据分析,S1000082,1.0,c3,基于d3可重复使用的图表库;
C10003,前端开发,S1000082,1.0,c3,基于d3可重复使用的图表库;
C10014,人工智能,S1000083,1.0,caffe,
C10006,后端开发,S1000084,1.0,calcite,是一个用于编写数据管理系统的框架。它使用可插入查询转换规则将以关系代数表示的查询转换为有效的可执行形式。有一个可选的sql解析器和jdbc驱动程序。calcite不存储数据，也没有首选的执行引擎。数据格式、执行算法、规划规则、操作员类型、元数据和成本模型在运行时作为插件添加。
C10013,大数据,S1000084,1.0,calcite,是一个用于编写数据管理系统的框架。它使用可插入查询转换规则将以关系代数表示的查询转换为有效的可执行形式。有一个可选的sql解析器和jdbc驱动程序。calcite不存储数据，也没有首选的执行引擎。数据格式、执行算法、规划规则、操作员类型、元数据和成本模型在运行时作为插件添加。
C10003,前端开发,S1000085,1.0,canvas,
C10013,大数据,S1000086,1.0,carbondata,apache carbondata是一种新的大数据文件格式，使用先进的柱状存储、索引、压缩和编码技术，实现更快的交互式查询，从而提高计算效率，这有助于提高pb级数据的查询速度。
C10012,数据分析,S1000086,1.0,carbondata,apache carbondata是一种新的大数据文件格式，使用先进的柱状存储、索引、压缩和编码技术，实现更快的交互式查询，从而提高计算效率，这有助于提高pb级数据的查询速度。
C10005,数据库开发,S1000086,1.0,carbondata,apache carbondata是一种新的大数据文件格式，使用先进的柱状存储、索引、压缩和编码技术，实现更快的交互式查询，从而提高计算效率，这有助于提高pb级数据的查询速度。
C10012,数据分析,S1000087,1.0,cartodb,开源或免费增值的虚拟主机，用于带有强大的前端编辑功能和api的地理空间数据库;
C10006,后端开发,S1000088,1.0,cas,
C10006,后端开发,S1000089,1.0,cayenne,cayenne是一个功能强大、功能齐全的开源框架，专为使用关系数据库的开发人员创建。它无缝地将任何关系数据库映射到java对象，减少了开发时间，并为任何需要数据库的应用程序添加了相当多的功能。使用cayenne的开发人员将能够专注于核心业务需求和数据模型，而不是sql细节。然后可以轻松地将应用程序移动到任何支持jdbc的数据库。除了管理映射到关系数据库的持久java对象之外，cayenne还提供了大量的特性，包括单方法调用查询和更新(包括所有修改对象的原子更新)、将多个数据库无缝集成到单个虚拟数据源、在远程客户机上进行缓存的三层持久性、结果分页、记录锁定以及更多的特性
C10016,数字通信,S1000090,1.0,cdma,码分多址
C10006,后端开发,S1000091,1.0,celix,apache celix是动态服务框架的实现，其灵感来自于osgi规范，并适应于c和c++ (c++ 17)。它是一个使用组件和进程内面向服务编程开发动态模块化软件应用程序的框架。
C10010,IT/运维,S1000092,1.0,centos,
C10006,后端开发,S1000093,1.0,ceph,
C10006,后端开发,S1000094,1.0,chainsaw,apache chainsaw是一个gui日志查看器。
C10012,数据分析,S1000095,1.0,chart.js,开源的html5图表可视化效果;
C10012,数据分析,S1000096,1.0,chartd,只带img标签的反应灵敏、兼容retina的图表;
C10012,数据分析,S1000097,1.0,chartio,精益业务智能平台，用于可视化和探索数据;
C10012,数据分析,S1000098,1.0,chartist.js,另一个开源html5图表可视化效果;
C10006,后端开发,S1000099,1.0,chemistry,apache chemistry提供了内容管理互操作性服务(cmis)规范的开源实现。库可用于java、python、php和。net。
C10013,大数据,S10000100,1.0,chronos,分布式容错调度;
C10013,大数据,S10000101,1.0,chukwa,chukwa是一个用于监视大型分布式系统的开源数据收集系统。chukwa构建在hdfs和map/reduce框架之上，继承了hadoop的可扩展性和健壮性。chukwa还包括一个灵活而强大的工具包，用于显示、监视和分析结果，以最佳地利用收集到的数据。
C10010,IT/运维,S10000101,1.0,chukwa,chukwa是一个用于监视大型分布式系统的开源数据收集系统。chukwa构建在hdfs和map/reduce框架之上，继承了hadoop的可扩展性和健壮性。chukwa还包括一个灵活而强大的工具包，用于显示、监视和分析结果，以最佳地利用收集到的数据。
C10012,数据分析,S10000101,1.0,chukwa,chukwa是一个用于监视大型分布式系统的开源数据收集系统。chukwa构建在hdfs和map/reduce框架之上，继承了hadoop的可扩展性和健壮性。chukwa还包括一个灵活而强大的工具包，用于显示、监视和分析结果，以最佳地利用收集到的数据。
C10008,测试,S10000102,1.0,ci/cd,
C10003,前端开发,S10000103,1.0,coffee.js,
C10006,后端开发,S10000104,1.0,cisc,
C10010,IT/运维,S10000105,1.0,cisco ap,
C10010,IT/运维,S10000106,1.0,citrix,
C10008,测试,S10000107,1.0,clearcase,
C10006,后端开发,S10000108,1.0,clerezza,通过提供操作rdf数据的工具、使用scalaserverpages创建restful web服务和renderlet， clerezza可以轻松地开发语义web应用程序。内容根据w3c rdf规范存储为三元组。这些三元组通过clerezza的智能内容绑定(scb)存储。scb定义了一个与技术无关的层来访问和修改三重存储。它提供了由w3c rdf指定的图数据模型的java实现，以及对该数据模型进行操作的功能。scb提供了访问多个命名图的服务接口，它可以使用各种提供者以特定于技术的方式管理rdf图，例如，使用jena或sesame。它还提供了允许应用程序使用各种api(包括jena api)来处理rdf图的适配器。此外，scb提供序列化和解析服务，将图转换为某种表示(格式)，反之亦然。
C10013,大数据,S10000109,1.0,hue,和hadoop进行交互的web应用程序;
C10014,人工智能,S10000110,1.0,oryx,实时大规模机器学习;
C10000,项目管理,S10000111,1.0,cmmi,
C10014,人工智能,S10000112,1.0,cnn,
C10005,数据库开发,S10000113,1.0,cockroachdb,
C10006,后端开发,S10000113,1.0,cockroachdb,
C10003,前端开发,S10000114,1.0,cocoon,一个基于组件技术和xml和web应用开发框架
C10012,数据分析,S10000115,1.0,cognos,
C10014,人工智能,S10000116,1.0,concurrent pattern,cascading的机器学习库;
C10000,项目管理,S10000117,1.0,confluence,
C10014,人工智能,S10000118,1.0,convnetjs,javascript中的机器学习，在浏览器中训练卷积神经网络(或普通网络);
C10003,前端开发,S10000119,1.0,cordova,是一个使用标准web技术(html、css和javascript)创建跨平台应用的工具
C10013,大数据,S10000120,1.0,countly,基于node.js和mongodb，开源的手机和网络分析平台;
C10013,大数据,S10000121,1.0,crail,是分布式数据处理作业中用于高速共享性能关键数据的存储平台。
C10012,数据分析,S10000121,1.0,crail,是分布式数据处理作业中用于高速共享性能关键数据的存储平台。
C10012,数据分析,S10000122,1.0,crossfilter,javascript库，用于在浏览器中探索多元大数据集，用dc.js和d3.js.效果很好;
C10013,大数据,S10000123,1.0,crunch,apache crunch java库提供了一个编写、测试和运行mapreduce管道的框架。它的目标是使由许多用户定义函数组成的管道易于编写、易于测试和高效运行。
C10012,数据分析,S10000123,1.0,crunch,apache crunch java库提供了一个编写、测试和运行mapreduce管道的框架。它的目标是使由许多用户定义函数组成的管道易于编写、易于测试和高效运行。
C10012,数据分析,S10000124,1.0,crystal reports,
C10003,前端开发,S10000125,1.0,css,
C10007,移动开发,S10000125,1.0,css,
C10013,大数据,S10000126,1.0,ctakes,是一个用于从电子病历临床自由文本中提取信息的开源自然语言处理系统，它处理临床记录，从包括统一医学语言系统(umls)在内的各种词典中识别临床命名实体的类型——药物、疾病/失调、体征/症状、解剖部位和程序。每个命名实体都具有文本跨度、本体映射代码、主题(患者、家庭成员等)和上下文(否定的/未否定的、条件的、通用的、确定性程度)的属性。一些属性被表示为关系，例如临床条件的位置(locationof关系)或临床条件的严重程度(degreeof关系)。
C10012,数据分析,S10000126,1.0,ctakes,是一个用于从电子病历临床自由文本中提取信息的开源自然语言处理系统，它处理临床记录，从包括统一医学语言系统(umls)在内的各种词典中识别临床命名实体的类型——药物、疾病/失调、体征/症状、解剖部位和程序。每个命名实体都具有文本跨度、本体映射代码、主题(患者、家庭成员等)和上下文(否定的/未否定的、条件的、通用的、确定性程度)的属性。一些属性被表示为关系，例如临床条件的位置(locationof关系)或临床条件的严重程度(degreeof关系)。
C10012,数据分析,S10000127,1.0,cubism,用于时间序列可视化的javascript库;
C10016,数字通信,S10000128,1.0,cucm, 思科统一通信解决方案中强大的呼叫处理组件。它是一个可扩展、可分布、高度可用的企业ip语音呼叫处理解决方案
C10008,测试,S10000129,1.0,cucumber,
C10006,后端开发,S10000130,1.0,curator,是apache zookeeper(分布式协调服务)的java/jvm客户端库。它包括一个高级api框架和实用程序，使用apache zookeeper更加容易和可靠。它还包括常用用例和扩展的方法，如服务发现和java 8异步dsl。
C10013,大数据,S10000131,1.0,curator,zookeeper的java库;
C10006,后端开发,S10000132,1.0,cxf,
C10012,数据分析,S10000133,1.0,cytoscape,用于可视化复杂网络的javascript库;
C10012,数据分析,S10000134,1.0,d3,操作文件的javascript库;
C10003,前端开发,S10000134,1.0,d3,操作文件的javascript库;
C10012,数据分析,S10000135,1.0,d3plus,一组相当强大的可重用的图表，还有d3.js的样式;
C10006,后端开发,S10000136,1.0,daffodil,是数据格式描述语言（data format description language）dfdl 1.0 规范的开源实现，以实现通用数据交换.apache daffodil 实现则改变了复杂的文本和二进制数据接口的规则，可以实现数据分解、检查和重新组装等高复杂度的流程。通过 daffodil，用户可以将各种数据在 xml、json 或任何数据结构之间转换，而不用花费大量时间担心如何处理种类繁多的数据。因此，apache daffodil 尤其适用于政府和大型企业这样的大型组织。在这些组织中，每天必须交换大量复杂和遗留的数据，并使其可以访问。
C10006,后端开发,S10000137,1.0,dart,
C10012,数据分析,S10000138,1.0,data marts,
C10013,大数据,S10000139,1.0,datafu,apache datafu包含两个库:apache datafu pig是apache pig中用于数据分析的一组有用的用户定义函数。apache datafu hourglass是一个使用apache hadoop mapreduce增量处理数据的库。这个库的灵感来自于日常跟踪数据中滑动窗口计算的普及。诸如此类的计算通常定期进行(例如每天、每周)，因此计算的滑动性质意味着许多工作是不必要的重复。datafu的沙漏是为了提高这些计算的效率而创建的，有时可以减少50-95%的计算资源。
C10012,数据分析,S10000139,1.0,datafu,apache datafu包含两个库:apache datafu pig是apache pig中用于数据分析的一组有用的用户定义函数。apache datafu hourglass是一个使用apache hadoop mapreduce增量处理数据的库。这个库的灵感来自于日常跟踪数据中滑动窗口计算的普及。诸如此类的计算通常定期进行(例如每天、每周)，因此计算的滑动性质意味着许多工作是不必要的重复。datafu的沙漏是为了提高这些计算的效率而创建的，有时可以减少50-95%的计算资源。
C10012,数据分析,S10000140,1.0,datapine,基于云的自助服务商业智能工具;
C10013,大数据,S10000141,1.0,datasketches,一个开源、高性能的流算法库，在数据科学中通常被称为“sketches”。sketches是一种小型的、有状态的程序，它以流的形式处理大量数据，并可以提供近似的答案，并提供数学保证，以比传统的精确方法更快的数量级来解决计算困难的查询
C10012,数据分析,S10000141,1.0,datasketches,一个开源、高性能的流算法库，在数据科学中通常被称为“sketches”。sketches是一种小型的、有状态的程序，它以流的形式处理大量数据，并可以提供近似的答案，并提供数学保证，以比传统的精确方法更快的数量级来解决计算困难的查询
C10012,数据分析,S10000142,1.0,datastage,
C10013,大数据,S10000143,1.0,datav,
C10013,大数据,S10000144,1.0,dataworks,
C10013,大数据,S10000145,1.0,datax,
C10005,数据库开发,S10000146,1.0,db2,
C10006,后端开发,S10000146,1.0,db2,
C10015,MAINFRAME,S10000146,1.0,db2,
C10010,IT/运维,S10000147,1.0,dba,
C10012,数据分析,S10000148,1.0,dc.js,维度图表，和crossfilter一起使用，通过d3.js呈现出来，它比较擅长连接图表/附加的元数据，从而徘徊在d3的事件附近;
C10010,IT/运维,S10000149,1.0,debian,
C10014,人工智能,S10000150,1.0,decider,ruby中灵活、可扩展的机器学习;
C10006,后端开发,S10000151,1.0,delphi,
C10006,后端开发,S10000152,1.0,deltacloud,deltacloud包含一个云抽象api——无论是deltacloud经典api、dmtf cimi api，还是ec2 api。每个抽象api都是大量云的包装器，屏蔽了用户的差异。对于每个云提供商，都有一个驱动程序“speaking”该云提供商的原生api，使您不必处理每个云api的细节。
C10006,后端开发,S10000153,1.0,deltaspike,是一套可移植的cdi(contexts & dependency injection)扩展目的是在使用cdi和java ee时使应用开发更容易。它的一些主要特性包括:—支持组件配置、类型安全消息传递和国际化以及异常处理的核心运行时。-一套实用程序，使程序化bean查找更容易。java se的一个插件，可以在容器外引导jboss weld和apache openwebbeans。jsf集成，包括对java ee 6的jsf 2.2特性的回移植。- jpa集成和事务支持。- data模块，用于在jpa之上创建易于使用的存储库模式。- quartz集成测试支持也提供了，允许你做低水平的单元测试你的cdi启用的项目。
C10005,数据库开发,S10000154,1.0,derby,
C10006,后端开发,S10000154,1.0,derby,
C10007,移动开发,S10000155,1.0,devicemap,apache devicemap是一个包含设备属性及其相关浏览器和操作系统的数据存储库。该项目还维护一个api来对这些属性进行分类。
C10006,后端开发,S10000156,1.0,devops,
C10010,IT/运维,S10000156,0.5 ,devops,
C10006,后端开发,S10000157,1.0,directmemory,apache directmemory是java虚拟机的堆外缓存，apache directmemory 是一个多层的缓存系统，特性包括无堆的内存管理用于支持大规模的 java 对象，而不会影响 jvm 垃圾收集器的性能。
C10016,数字通信,S10000158,1.0,dis,数字信息系统（digital information system）
C10003,前端开发,S10000159,1.0,django,
C10012,数据分析,S10000160,1.0,dlab,datalab是一个使用最佳数据科学工具在云中创建自助服务、探索性数据科学环境的平台。
C10013,大数据,S10000160,1.0,dlab,datalab是一个使用最佳数据科学工具在云中创建自助服务、探索性数据科学环境的平台。
C10010,IT/运维,S10000161,1.0,docker,
C10013,大数据,S10000162,1.0,dolphinscheduler,一个分布式和可扩展的工作流调度平台，具有强大的dag可视化接口
C10006,后端开发,S10000162,1.0,dolphinscheduler,一个分布式和可扩展的工作流调度平台，具有强大的dag可视化接口
C10013,大数据,S10000163,1.0,domino,运行、规划、共享和部署模型——没有任何基础设施;
C10013,大数据,S10000164,1.0,doris,一个基于mpp的交互式sql数据仓库，用于报告和分析
C10012,数据分析,S10000164,1.0,doris,一个基于mpp的交互式sql数据仓库，用于报告和分析
C10005,数据库开发,S10000164,1.0,doris,一个基于mpp的交互式sql数据仓库，用于报告和分析
C10010,IT/运维,S10000165,1.0,dos,
C10016,数字通信,S10000166,1.0,dpd,(digital pre-distortion)，简单来说就数字预失真
C10013,大数据,S10000167,1.0,drat,drat是rat的map reduce版本，使用apache tika自动对代码基文件进行排序和分类，drat使用apache oodt将这些代码文件的元数据和tika信息索引到apache solr和oodt中，以生成map reduce工作流，drat在k大小的same-mime-typed的文件块(由tika检测)上增量地运行rat，然后生成增量的、每种类型的日志，最后将它们聚合并减少为一个组合日志。
C10012,数据分析,S10000167,1.0,drat,drat是rat的map reduce版本，使用apache tika自动对代码基文件进行排序和分类，drat使用apache oodt将这些代码文件的元数据和tika信息索引到apache solr和oodt中，以生成map reduce工作流，drat在k大小的same-mime-typed的文件块(由tika检测)上增量地运行rat，然后生成增量的、每种类型的日志，最后将它们聚合并减少为一个组合日志。
C10013,大数据,S10000168,1.0,drill,apache drill是一个分布式mpp查询层，它支持针对nosql和hadoop数据存储系统的sql和其他查询语言。
C10012,数据分析,S10000168,1.0,drill,apache drill是一个分布式mpp查询层，它支持针对nosql和hadoop数据存储系统的sql和其他查询语言。
C10005,数据库开发,S10000168,1.0,drill,apache drill是一个分布式mpp查询层，它支持针对nosql和hadoop数据存储系统的sql和其他查询语言。
C10005,数据库开发,S10000169,1.0,drizzle,
C10006,后端开发,S10000169,1.0,drizzle,
C10013,大数据,S10000170,1.0,druid,apache druid是一个支持现代分析应用程序的实时数据库。连接池是阿里巴巴开源的数据库连接池项目
C10006,后端开发,S10000170,1.0,druid,apache druid是一个支持现代分析应用程序的实时数据库。连接池是阿里巴巴开源的数据库连接池项目
C10005,数据库开发,S10000170,1.0,druid,apache druid是一个支持现代分析应用程序的实时数据库。连接池是阿里巴巴开源的数据库连接池项目
C10016,数字通信,S10000171,1.0,dtmb,digital terrestrial multimedia broadcast，即地面数字多媒体广播
C10006,后端开发,S10000172,1.0,dubbo,
C10002,架构与设计,S10000172,1.0,dubbo,
C10013,大数据,S10000173,1.0,eagle,"apache eagle是一个开源的分析解决方案，用于在大数据平台上立即识别安全和性能问题，例如apache hadoop
C10010,IT/运维,S10000173,1.0,eagle,"apache eagle是一个开源的分析解决方案，用于在大数据平台上立即识别安全和性能问题，例如apache hadoop
C10006,后端开发,S10000174,1.0,eai,
C10014,人工智能,S10000175,1.0,easyocr,
C10015,MAINFRAME,S10000176,1.0,easytrieve,一种比cobol语言更古老的语言，语法与cobol类似。easytrieve技术也是主机项目开发常用到的技术
C10003,前端开发,S10000177,1.0,easyui,
C10003,前端开发,S10000178,1.0,echarts,
